marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Audi , Q3 ,2018,499999.0,Automático,12.8,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2018,436999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 4149, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2017,204999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Avanza ,2021,356999.0,Manual,13.9,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 3521, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2019,499999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2020,402999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 11407, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2015,253999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A3 ,2017,459999.0,Automático,11.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2018,260999.0,Automático,16.7,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 11119, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2016,215999.0,Manual,17.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12004, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2019,468999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X1 ,2019,566999.0,Automático,11.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11352, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Beat ,2019,169999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Seltos ,2020,396999.0,Manual,14.6,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 10630, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Leon ,2020,545999.0,Automático,12.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9426, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Edge ,2012,239999.0,Automático,9.7,Gasolina,2.7,"{'nombre': 'Domicilio', 'precio': 12181, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Focus ,2015,240999.0,Automático,15.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2019,482999.0,Automático,12.3,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2019,338999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Kwid ,2019,232999.0,Manual,17.5,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2020,284999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8061, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2017,187999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2013,175999.0,Automático,17.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2021,315999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Prius ,2018,382999.0,Automático,31.3,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2020,321999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 3960, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2018,597999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2021,513999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 12479, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Prius ,2020,419999.0,Automático,31.3,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2018,366999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9940, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Beat ,2018,156999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Suzuki , Ertiga ,2020,320999.0,Automático,15.4,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Arona ,2019,334999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6211, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2020,343999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2021,210999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 5974, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2019,290999.0,Manual,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2019,324999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Neon ,2018,261999.0,Automático,13.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6362, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2017,310999.0,Manual,13.5,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 8622, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Sienna ,2015,393999.0,Automático,9.6,Híbrido,3.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2016,169999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2015,218999.0,Automático,17.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 6116, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2018,464999.0,Automático,10.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2015,130999.0,Manual,17.9,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 3270, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A7 ,2019,412999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2019,486999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 3026, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2017,190999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2017,340999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Grand i10 ,2019,214999.0,Manual,17.5,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2017,273999.0,Manual,13.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 10945, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gla ,2016,374999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7025, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2017,467999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2018,210999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7595, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2020,252999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11945, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2021,343999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Tracker ,2021,463999.0,Automático,15.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 14381, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Focus ,2015,217999.0,Automático,15.2,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9444, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Lincoln , MKC ,2017,457999.0,Automático,9.5,Gasolina,2.3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , City ,2017,251999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 12569, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Sienna ,2017,588999.0,Automático,9.6,Híbrido,3.5,"{'nombre': 'Domicilio', 'precio': 10078, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2017,194999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X1 ,2018,501999.0,Automático,11.8,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2019,502999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2020,244999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6429, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2017,355999.0,Automático,14.1,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 9584, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Glc ,2019,989999.0,Automático,8.9,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 2 ,2019,295999.0,Automático,18.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 14557, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2018,220999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9883, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , 500 ,2014,191999.0,Manual,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Suzuki , Grand Vitara ,2013,214999.0,Automático,11.2,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Creta ,2017,292999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2019,497999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 13156, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2015,242999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , NP300 Frontier ,2017,387999.0,Manual,9.8,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 4779, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2018,296999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2020,340999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9012, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , Q5 Quattro ,2020,774999.0,Automático,11.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2019,415999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 6383, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2015,303999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Suzuki , Ertiga ,2022,401999.0,Automático,15.4,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X4 ,2018,763999.0,Automático,10.0,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3035, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 5 ,2013,204999.0,Automático,11.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2019,192999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 5274, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Grand Cherokee ,2015,453999.0,Automático,9.2,Gasolina,5.7,"{'nombre': 'Domicilio', 'precio': 8447, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Escape ,2016,315999.0,Automático,9.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 8381, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper ,2018,376999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-7 ,2012,186999.0,Automático,11.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2016,275999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 4947, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gla ,2016,385999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10490, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2017,255999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 8750, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Freetrack ,2013,195999.0,Automático,9.6,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Teramont ,2019,730999.0,Automático,9.0,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2016,293999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 7595, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Beetle ,2017,325999.0,Automático,11.6,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13918, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Swift ,2020,317999.0,Automático,19.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Civic ,2014,211999.0,Manual,11.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2015,181999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Polo ,2020,322999.0,Automático,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,188999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14126, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , 500 ,2015,223999.0,Manual,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Subaru , XV ,2020,456999.0,Automático,14.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2021,228999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Beetle ,2016,288999.0,Manual,11.6,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2014,267999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Grand Cherokee ,2021,1023999.0,Automático,7.0,Gasolina,5.7,"{'nombre': 'Domicilio', 'precio': 14212, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2020,260999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2018,425999.0,Automático,17.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volvo , S60 ,2020,613999.0,Automático,10.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Duster ,2017,222999.0,Manual,14.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11093, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2020,250999.0,Automático,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Beetle ,2015,248999.0,Manual,11.6,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 5644, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2014,261999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 6125, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Duster ,2015,180999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4888, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Sentra ,2017,225999.0,Manual,14.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 11777, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Gmc , Terrain ,2015,313999.0,Automático,9.0,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 10743, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Figo ,2020,236999.0,Manual,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 13197, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Odyssey ,2017,490999.0,Automático,9.9,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 3613, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Cruze ,2018,277999.0,Automático,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 13827, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Infiniti , Q70 ,2016,429999.0,Automático,9.9,Gasolina,3.7,"{'nombre': 'Domicilio', 'precio': 4755, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Beat ,2020,204999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Subaru , Impreza ,2015,254999.0,Automático,15.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Wrangler ,2018,879999.0,Automático,6.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,254999.0,Manual,14.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X3 ,2017,480999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4994, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Cadillac , XT5 ,2018,584999.0,Automático,9.8,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 4668, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Sorento ,2016,309999.0,Automático,12.8,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 9809, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Peugeot , 5008 ,2019,521999.0,Automático,18.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2019,314999.0,Manual,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 11528, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2018,525999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2019,192999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Journey ,2017,365999.0,Automático,8.2,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2019,368999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 5766, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Pilot ,2016,453999.0,Automático,9.5,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 7262, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2016,225999.0,Automático,12.7,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2019,174999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
